Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
27/05/2004,09.00.00,14.446808510638299,1354.0,245.0,1418.0,121.51063829787233,749.0,113.08510638297872,2043.0,1629.0,218.0,350.0,9002.0
27/05/2004,10.00.00,14.53191489361702,1074.0,90.0,939.0,121.8936170212766,1071.0,113.14893617021276,1513.0,997.0,256.0,280.0,9088.0
27/05/2004,11.00.00,14.617021276595745,1022.0,84.0,914.0,122.27659574468085,1132.0,113.2127659574468,1446.0,847.0,264.0,231.0,7853.0
27/05/2004,12.00.00,14.702127659574469,1100.0,115.0,1034.0,122.65957446808511,995.0,113.27659574468085,1586.0,958.0,271.0,242.0,8560.0
27/05/2004,13.00.00,14.787234042553191,1073.0,121.0,1052.0,123.04255319148936,1009.0,113.34042553191489,1574.0,854.0,275.0,209.0,7565.0
27/05/2004,14.00.00,14.872340425531915,1049.0,101.0,983.0,123.42553191489361,1071.0,113.40425531914893,1515.0,782.0,295.0,197.0,8015.0
27/05/2004,15.00.00,14.957446808510639,1086.0,119.0,1048.0,123.80851063829788,1016.0,113.46808510638297,1580.0,888.0,306.0,186.0,8014.0
27/05/2004,16.00.00,15.042553191489361,1059.0,113.0,1027.0,124.19148936170212,1066.0,113.53191489361703,1521.0,764.0,313.0,158.0,7106.0
27/05/2004,17.00.00,15.127659574468085,1244.0,202.0,1301.0,124.57446808510639,842.0,113.59574468085107,1801.0,1170.0,294.0,210.0,8452.0
27/05/2004,18.00.00,15.212765957446809,1320.0,248.0,1423.0,124.95744680851064,767.0,113.65957446808511,1986.0,1385.0,270.0,235.0,8256.0
27/05/2004,19.00.00,15.297872340425531,1236.0,203.0,1304.0,125.34042553191489,822.0,113.72340425531915,1868.0,1237.0,258.0,267.0,8758.0
27/05/2004,20.00.00,15.382978723404255,1136.0,162.0,1187.0,125.72340425531915,904.0,113.7872340425532,1735.0,1127.0,237.0,284.0,8225.0
27/05/2004,21.00.00,15.46808510638298,1110.0,133.0,1093.0,126.1063829787234,961.0,113.85106382978724,1661.0,1091.0,213.0,330.0,8284.0
27/05/2004,22.00.00,15.553191489361701,1026.0,103.0,990.0,126.48936170212767,1032.0,113.91489361702128,1553.0,972.0,205.0,353.0,8435.0
27/05/2004,23.00.00,15.638297872340425,1038.0,96.0,961.0,126.87234042553192,1026.0,113.97872340425532,1530.0,949.0,194.0,381.0,8511.0
28/05/2004,00.00.00,15.72340425531915,975.0,78.0,892.0,127.25531914893617,1015.0,114.04255319148936,1480.0,890.0,194.0,407.0,9045.0
28/05/2004,01.00.00,15.808510638297872,908.0,61.0,814.0,127.63829787234043,1089.0,114.1063829787234,1403.0,763.0,178.0,449.0,9030.0
28/05/2004,02.00.00,15.893617021276595,896.0,62.0,820.0,128.02127659574467,1074.0,114.17021276595744,1439.0,833.0,166.0,497.0,9295.0
28/05/2004,03.00.00,15.97872340425532,810.0,38.0,697.0,128.40425531914894,1221.0,114.23404255319149,1321.0,675.0,165.0,486.0,9028.0
28/05/2004,04.00.00,16.06382978723404,789.0,28.0,638.0,128.7872340425532,1305.0,114.29787234042553,1309.0,672.0,152.0,536.0,9190.0
28/05/2004,05.00.00,16.148936170212767,814.0,34.0,678.0,129.17021276595744,1276.0,114.36170212765957,1339.0,626.0,155.0,517.0,9019.0
28/05/2004,06.00.00,16.23404255319149,958.0,82.0,907.0,129.5531914893617,992.0,114.42553191489361,1536.0,882.0,149.0,548.0,9247.0
28/05/2004,07.00.00,16.319148936170212,1213.0,192.0,1274.0,129.93617021276594,762.0,114.48936170212765,1914.0,1264.0,163.0,513.0,9416.0
28/05/2004,08.00.00,16.404255319148938,1221.0,226.0,1367.0,130.31914893617022,722.0,114.55319148936171,2008.0,1330.0,184.0,457.0,9559.0
28/05/2004,09.00.00,16.48936170212766,1245.0,194.0,1281.0,130.70212765957447,774.0,114.61702127659575,1952.0,1324.0,208.0,436.0,10614.0
28/05/2004,10.00.00,16.574468085106382,1050.0,96.0,963.0,131.08510638297872,998.0,114.68085106382979,1609.0,901.0,243.0,351.0,10477.0
28/05/2004,11.00.00,16.659574468085108,1048.0,98.0,969.0,131.46808510638297,1012.0,114.74468085106383,1600.0,852.0,264.0,293.0,9889.0
28/05/2004,12.00.00,16.74468085106383,1141.0,144.0,1128.0,131.85106382978722,902.0,114.80851063829788,1738.0,1009.0,283.0,250.0,9495.0
28/05/2004,13.00.00,16.829787234042552,1052.0,121.0,1053.0,132.2340425531915,949.0,114.87234042553192,1641.0,831.0,289.0,237.0,9285.0
28/05/2004,14.00.00,16.914893617021278,1152.0,135.0,1099.0,132.61702127659575,908.0,114.93617021276596,1706.0,954.0,285.0,258.0,9931.0
28/05/2004,15.00.00,17.0,1026.0,123.0,1061.0,133.0,982.0,115.0,1564.0,814.0,296.0,189.0,7692.0
28/05/2004,16.00.00,17.0,1039.0,122.0,1055.0,131.0,966.0,117.0,1590.0,845.0,280.0,232.0,8613.0
28/05/2004,17.00.00,21.0,1148.0,125.0,1067.0,133.0,887.0,105.0,1790.0,956.0,236.0,410.0,11786.0
28/05/2004,18.00.00,22.0,1176.0,139.0,1114.0,141.0,843.0,114.0,1805.0,1102.0,215.0,481.0,12148.0
28/05/2004,19.00.00,18.0,1100.0,114.0,1028.0,112.0,900.0,103.0,1710.0,994.0,221.0,441.0,11573.0
28/05/2004,20.00.00,18.0,1081.0,104.0,992.0,147.0,959.0,119.0,1680.0,935.0,202.0,472.0,11043.0
28/05/2004,21.00.00,9.0,976.0,70.0,858.0,104.0,1070.0,102.0,1547.0,839.0,200.0,476.0,11030.0
28/05/2004,22.00.00,1.0,979.0,70.0,857.0,97.0,1082.0,96.0,1546.0,797.0,198.0,468.0,10697.0
28/05/2004,23.00.00,2.0,1092.0,113.0,1024.0,128.0,937.0,109.0,1706.0,968.0,196.0,470.0,10606.0
29/05/2004,00.00.00,18.0,1044.0,92.0,946.0,138.0,1009.0,119.0,1594.0,886.0,193.0,463.0,10279.0
29/05/2004,01.00.00,11.0,940.0,68.0,849.0,93.0,1091.0,103.0,1509.0,764.0,185.0,487.0,10286.0
29/05/2004,02.00.00,6.0,892.0,51.0,767.0,71.0,1180.0,84.0,1466.0,657.0,180.0,514.0,10504.0
29/05/2004,03.00.00,3.0,838.0,34.0,675.0,57.5,1302.0,71.5,1390.0,540.0,179.0,508.0,10355.0
29/05/2004,04.00.00,2.3333333333333335,853.0,43.0,727.0,44.0,1179.0,59.0,1417.0,621.0,177.0,519.0,10379.0
29/05/2004,05.00.00,1.6666666666666667,738.0,15.0,545.0,18.0,1562.0,29.0,1266.0,450.0,177.0,497.0,9970.0
29/05/2004,06.00.00,1.0,762.0,20.0,581.0,41.0,1588.0,45.0,1277.0,434.0,179.0,461.0,9383.0
29/05/2004,07.00.00,5.0,841.0,40.0,713.0,84.0,1293.0,80.0,1356.0,559.0,184.0,439.0,9192.0
29/05/2004,08.00.00,6.0,843.0,40.0,712.0,77.0,1303.0,77.0,1343.0,548.0,189.0,421.0,9081.0
29/05/2004,09.00.00,5.0,841.0,40.0,713.0,73.0,1326.0,68.0,1330.0,525.0,192.0,397.0,8728.0
29/05/2004,10.00.00,7.0,862.0,42.0,721.0,72.0,1329.0,66.0,1335.0,522.0,208.0,366.0,8878.0
29/05/2004,11.00.00,7.0,869.0,45.0,740.0,77.0,1296.0,70.0,1366.0,535.0,213.0,358.0,8975.0
29/05/2004,12.00.00,9.0,894.0,60.0,810.0,82.0,1204.0,74.0,1421.0,585.0,218.0,349.0,9004.0
29/05/2004,13.00.00,7.0,844.0,48.0,755.0,67.0,1284.0,64.0,1350.0,521.0,228.0,314.0,8615.0
29/05/2004,14.00.00,4.0,823.0,38.0,699.0,59.0,1382.0,60.0,1311.0,493.0,229.0,313.0,8620.0
29/05/2004,15.00.00,5.0,843.0,42.0,719.0,61.0,1353.0,63.0,1330.0,501.0,229.0,307.0,8461.0
29/05/2004,16.00.00,6.0,865.0,51.0,767.0,76.0,1279.0,75.0,1369.0,559.0,238.0,292.0,8499.0
29/05/2004,17.00.00,6.0,873.0,56.0,792.0,73.0,1247.0,79.0,1397.0,589.0,232.0,302.0,8442.0
29/05/2004,18.00.00,8.0,899.0,58.0,803.0,87.0,1221.0,83.0,1426.0,596.0,224.0,313.0,8365.0
29/05/2004,19.00.00,1.0,921.0,70.0,856.0,98.0,1163.0,93.0,1437.0,681.0,217.0,322.0,8250.0
29/05/2004,20.00.00,12.0,937.0,79.0,893.0,123.0,1106.0,112.0,1463.0,783.0,208.0,332.0,8061.0
29/05/2004,21.00.00,1.0,901.0,65.0,834.0,102.0,1177.0,103.0,1408.0,738.0,201.0,350.0,8149.0
29/05/2004,22.00.00,13.0,955.0,85.0,918.0,102.0,1056.0,93.0,1511.0,762.0,195.0,369.0,8258.0
29/05/2004,23.00.00,27.0,1065.0,137.0,1106.0,142.0,897.0,112.0,1707.0,929.0,190.0,382.0,8327.0
30/05/2004,00.00.00,27.0,1035.0,138.0,1110.0,148.0,907.0,125.0,1652.0,1044.0,185.0,394.0,8320.0
30/05/2004,01.00.00,16.0,956.0,91.0,945.0,107.0,1030.0,107.0,1509.0,892.0,178.0,417.0,8440.0
30/05/2004,02.00.00,6.0,869.0,65.0,835.0,61.0,1078.0,76.0,1437.0,807.0,192.0,420.0,9248.0
30/05/2004,03.00.00,3.0,831.0,62.0,822.0,52.0,1085.0,65.5,1418.0,710.0,178.0,448.0,9048.0
30/05/2004,04.00.00,2.0,815.0,52.0,774.0,43.0,1113.0,55.0,1374.0,712.0,170.0,477.0,9185.0
30/05/2004,05.00.00,1.0,781.0,31.0,661.0,25.0,1271.0,37.0,1299.0,568.0,172.0,472.0,9178.0
30/05/2004,06.00.00,1.0,781.0,29.0,645.0,32.0,1295.0,45.0,1320.0,575.0,173.0,476.0,9295.0
30/05/2004,07.00.00,2.0,828.0,36.0,690.0,48.0,1263.0,61.0,1353.0,658.0,186.0,442.0,9385.0
30/05/2004,08.00.00,3.0,803.0,27.0,635.0,60.0,1417.0,67.0,1272.0,537.0,202.0,378.0,8837.0
30/05/2004,09.00.00,3.0,811.0,30.0,653.0,52.0,1411.0,60.0,1269.0,486.0,220.0,319.0,8335.0
30/05/2004,10.00.00,4.0,844.0,37.0,696.0,58.0,1353.0,64.0,1292.0,507.0,255.0,259.0,8339.0
30/05/2004,11.00.00,3.0,833.0,38.0,697.0,54.0,1361.0,64.0,1294.0,496.0,275.0,228.0,8249.0
30/05/2004,12.00.00,3.0,832.0,42.0,719.0,52.0,1318.0,59.0,1299.0,502.0,287.0,207.0,8024.0
30/05/2004,13.00.00,1.0,771.0,26.0,626.0,34.0,1502.0,41.0,1210.0,430.0,291.0,196.0,7771.0
30/05/2004,14.00.00,1.0,783.0,28.0,637.0,41.0,1498.0,46.0,1215.0,439.0,298.0,184.0,7595.0
30/05/2004,15.00.00,2.0,815.0,42.0,723.0,41.0,1378.0,46.0,1256.0,471.0,320.0,150.0,7028.0
30/05/2004,16.00.00,6.0,912.0,62.0,819.0,65.0,1224.0,77.0,1368.0,589.0,303.0,170.0,7232.0
30/05/2004,17.00.00,5.0,894.0,52.0,774.0,65.0,1239.0,83.0,1339.0,598.0,317.0,162.0,7450.0
30/05/2004,18.00.00,9.0,963.0,77.0,885.0,84.0,1102.0,90.0,1447.0,695.0,292.0,196.0,7817.0
30/05/2004,19.00.00,11.0,990.0,88.0,930.0,89.0,1045.0,95.0,1506.0,739.0,274.0,238.0,8580.0
30/05/2004,20.00.00,13.0,1025.0,101.0,980.0,114.0,986.0,113.0,1591.0,891.0,250.0,269.0,8408.0
30/05/2004,21.00.00,15.0,997.0,98.0,971.0,127.0,993.0,128.0,1573.0,930.0,236.0,301.0,8663.0
30/05/2004,22.00.00,12.0,976.0,84.0,916.0,117.0,1044.0,117.0,1515.0,880.0,223.0,336.0,8913.0
30/05/2004,23.00.00,4.0,878.0,54.0,784.0,46.0,1181.0,64.0,1407.0,610.0,214.0,369.0,9271.0
31/05/2004,00.00.00,2.0,836.0,43.0,728.0,16.0,1213.0,28.0,1353.0,518.0,206.0,399.0,9597.0
31/05/2004,01.00.00,3.0,855.0,48.0,751.0,27.0,1107.0,46.0,1418.0,664.0,197.0,432.0,9812.0
31/05/2004,02.00.00,3.4,759.0,21.0,588.0,4.0,1323.0,8.0,1286.0,515.0,197.0,424.0,9636.0
31/05/2004,03.00.00,3.8,738.0,14.0,539.0,11.5,1421.0,20.0,1257.0,477.0,189.0,450.0,9703.0
31/05/2004,04.00.00,4.2,736.0,13.0,528.0,19.0,1451.0,32.0,1254.0,477.0,187.0,454.0,9694.0
31/05/2004,05.00.00,4.6,765.0,23.0,609.0,48.0,1304.0,57.0,1319.0,581.0,164.0,524.0,9709.0
31/05/2004,06.00.00,5.0,909.0,65.0,834.0,82.0,1031.0,60.0,1527.0,763.0,166.0,521.0,9785.0
31/05/2004,07.00.00,16.0,1108.0,142.0,1123.0,167.0,804.0,83.0,1801.0,1111.0,174.0,509.0,10017.0
31/05/2004,08.00.00,36.0,1252.0,227.0,1369.0,248.0,681.0,129.0,2120.0,1390.0,193.0,460.0,10185.0
31/05/2004,09.00.00,22.0,1175.0,163.0,1188.0,213.0,790.0,137.0,1901.0,1251.0,209.0,436.0,10683.0
31/05/2004,10.00.00,16.0,1111.0,141.0,1120.0,161.0,839.0,121.0,1790.0,1141.0,256.0,333.0,10773.0
31/05/2004,11.00.00,14.0,1044.0,126.0,1069.0,144.0,889.0,123.0,1683.0,942.0,289.0,260.0,10188.0
31/05/2004,12.00.00,14.0,1018.0,131.0,1088.0,127.0,909.0,120.0,1677.0,795.0,303.0,228.0,9695.0
31/05/2004,13.00.00,15.0,1060.0,142.0,1122.0,116.0,863.0,119.0,1721.0,836.0,309.0,244.0,10724.0
31/05/2004,14.00.00,13.0,1071.0,138.0,1110.0,124.0,864.0,121.0,1733.0,847.0,305.0,262.0,11278.0
31/05/2004,15.00.00,12.0,1006.0,121.0,1054.0,115.0,921.0,111.0,1636.0,769.0,307.0,234.0,10150.0
31/05/2004,16.00.00,18.0,1104.0,157.0,1171.0,150.0,827.0,128.0,1803.0,968.0,281.0,298.0,11132.0
31/05/2004,17.00.00,3.0,1196.0,214.0,1336.0,221.0,739.0,159.0,1971.0,1157.0,269.0,322.0,11267.0
31/05/2004,18.00.00,35.0,1243.0,250.0,1429.0,227.0,687.0,161.0,2093.0,1367.0,260.0,346.0,11485.0
31/05/2004,19.00.00,24.0,1124.0,166.0,1199.0,156.0,794.0,116.0,1858.0,1101.0,245.0,377.0,11454.0
31/05/2004,20.00.00,11.0,1020.0,107.0,1003.0,97.0,904.0,96.0,1716.0,916.0,217.0,469.0,12044.0
31/05/2004,21.00.00,8.0,1035.0,75.0,878.0,78.0,977.0,69.0,1694.0,825.0,193.0,688.0,15190.0
31/05/2004,22.00.00,4.0,986.0,53.0,781.0,60.0,1063.0,58.0,1633.0,693.0,176.0,816.0,16296.0
31/05/2004,23.00.00,6.0,1017.0,65.0,834.0,61.0,986.0,59.0,1676.0,734.0,178.0,803.0,16212.0
01/06/2004,00.00.00,3.0,922.0,47.0,750.0,46.0,1085.0,45.0,1585.0,685.0,186.0,757.0,16074.0
01/06/2004,01.00.00,2.6,830.0,29.0,644.0,17.0,1235.0,23.0,1487.0,524.0,196.0,684.0,15443.0
01/06/2004,02.00.00,2.2,805.0,20.0,583.0,18.0,1339.0,26.0,1494.0,527.0,180.0,764.0,15608.0
01/06/2004,03.00.00,1.7999999999999998,760.0,11.0,505.0,17.0,1527.0,25.0,1413.0,452.0,173.0,772.0,15104.0
01/06/2004,04.00.00,1.4,783.0,13.0,529.0,16.0,1437.0,24.0,1435.0,466.0,165.0,823.0,15318.0
01/06/2004,05.00.00,1.0,854.0,24.0,613.0,39.0,1272.0,41.0,1515.0,565.0,168.0,813.0,15452.0
01/06/2004,06.00.00,3.0,985.0,61.0,816.0,107.0,987.0,65.0,1677.0,799.0,173.0,786.0,15412.0
01/06/2004,07.00.00,14.0,1225.0,125.0,1067.0,190.0,760.0,94.0,1922.0,1102.0,169.0,809.0,15472.0
01/06/2004,08.00.00,27.0,1313.0,195.0,1283.0,236.0,671.0,100.0,2180.0,1299.0,171.0,798.0,15420.0
01/06/2004,09.00.00,23.0,1199.0,152.0,1156.0,227.0,758.0,103.0,1958.0,1272.0,185.0,703.0,14826.0
01/06/2004,10.00.00,18.0,1182.0,120.0,1051.0,211.0,829.0,89.0,1870.0,1206.0,196.0,667.0,15023.0
01/06/2004,11.00.00,16.0,1173.0,124.0,1063.0,201.0,814.0,86.0,1905.0,1218.0,204.0,631.0,14969.0
01/06/2004,12.00.00,19.0,1259.0,159.0,1178.0,191.0,722.0,89.0,2060.0,1367.0,216.0,618.0,15775.0
01/06/2004,13.00.00,25.0,1263.0,157.0,1171.0,192.0,759.0,88.0,2029.0,1290.0,240.0,493.0,14509.0
01/06/2004,14.00.00,16.0,1156.0,135.0,1100.0,143.0,800.0,73.0,1884.0,1175.0,257.0,438.0,14262.0
01/06/2004,15.00.00,15.0,1167.0,124.0,1065.0,148.0,808.0,78.0,1886.0,1139.0,246.0,475.0,14487.0
01/06/2004,16.00.00,25.0,1278.0,171.0,1213.0,183.0,733.0,95.0,2041.0,1293.0,248.0,474.0,14628.0
01/06/2004,17.00.00,36.0,1342.0,220.0,1351.0,216.0,657.0,109.0,2201.0,1419.0,237.0,505.0,14636.0
01/06/2004,18.00.00,35.0,1353.0,199.0,1292.0,184.0,683.0,95.0,2178.0,1326.0,230.0,538.0,14968.0
01/06/2004,19.00.00,48.0,1501.0,279.0,1501.0,248.0,588.0,101.0,2486.0,1517.0,215.0,658.0,16688.0
01/06/2004,20.00.00,37.0,1355.0,197.0,1289.0,221.0,678.0,88.0,2158.0,1391.0,210.0,669.0,16436.0
01/06/2004,21.00.00,21.0,1230.0,157.0,1169.0,159.0,737.0,77.0,2020.0,1275.0,206.0,681.0,16329.0
01/06/2004,22.00.00,16.0,1148.0,120.0,1048.0,136.0,822.0,75.0,1883.0,1168.0,205.0,669.0,15914.0
01/06/2004,23.00.00,22.0,1171.0,131.0,1088.0,168.0,822.0,81.0,1889.0,1132.0,202.0,652.0,15251.0
02/06/2004,00.00.00,8.0,1021.0,92.0,949.0,95.0,927.0,57.0,1764.0,977.0,195.0,680.0,15269.0
02/06/2004,01.00.00,8.296875,964.0,75.0,877.0,70.0,958.0,49.0,1692.0,942.0,199.0,664.0,15203.0
02/06/2004,02.00.00,8.59375,887.0,49.0,758.0,43.0,1094.0,38.0,1622.0,804.0,191.0,690.0,15043.0
02/06/2004,03.00.00,8.890625,885.0,52.0,773.0,36.5,1051.0,34.5,1641.0,805.0,185.0,707.0,14962.0
02/06/2004,04.00.00,9.1875,830.0,32.0,662.0,30.0,1217.0,31.0,1556.0,704.0,189.0,678.0,14689.0
02/06/2004,05.00.00,9.484375,792.0,24.0,611.0,22.0,1280.0,23.0,1529.0,657.0,200.0,637.0,14742.0
02/06/2004,06.00.00,9.78125,813.0,28.0,639.0,25.0,1267.0,22.0,1538.0,655.0,198.0,647.0,14769.0
02/06/2004,07.00.00,10.078125,890.0,39.0,703.0,48.0,1145.0,33.0,1601.0,751.0,197.0,653.0,14843.0
02/06/2004,08.00.00,10.375,984.0,69.0,854.0,73.0,964.0,43.0,1751.0,885.0,208.0,620.0,15002.0
02/06/2004,09.00.00,10.671875,1043.0,85.0,920.0,95.0,925.0,53.0,1777.0,955.0,222.0,566.0,14973.0
02/06/2004,10.00.00,10.96875,1054.0,89.0,936.0,86.0,915.0,54.0,1791.0,962.0,243.0,490.0,14724.0
02/06/2004,11.00.00,11.265625,1063.0,88.0,930.0,102.0,925.0,62.0,1749.0,957.0,250.0,465.0,14492.0
02/06/2004,12.00.00,11.5625,978.0,74.0,873.0,80.0,1003.0,53.0,1669.0,788.0,289.0,348.0,13603.0
02/06/2004,13.00.00,11.859375,887.0,47.0,748.0,36.0,1141.0,34.0,1560.0,596.0,296.0,334.0,13581.0
02/06/2004,14.00.00,12.15625,887.0,48.0,754.0,32.0,1164.0,30.0,1523.0,560.0,309.0,307.0,13493.0
02/06/2004,15.00.00,12.453125,977.0,68.0,850.0,46.0,1035.0,37.0,1645.0,701.0,318.0,310.0,14286.0
02/06/2004,16.00.00,12.75,1043.0,89.0,934.0,61.0,929.0,47.0,1707.0,811.0,314.0,312.0,14127.0
02/06/2004,17.00.00,13.046875,1010.0,81.0,902.0,59.0,966.0,44.0,1676.0,724.0,289.0,357.0,13985.0
02/06/2004,18.00.00,13.34375,1094.0,105.0,996.0,76.0,876.0,53.0,1807.0,864.0,272.0,425.0,15135.0
02/06/2004,19.00.00,13.640625,1223.0,148.0,1142.0,145.0,778.0,88.0,1965.0,1084.0,262.0,464.0,15573.0
02/06/2004,20.00.00,13.9375,1109.0,118.0,1042.0,140.0,834.0,95.0,1888.0,998.0,245.0,510.0,15454.0
02/06/2004,21.00.00,14.234375,1026.0,87.0,927.0,102.0,915.0,82.0,1781.0,878.0,228.0,561.0,15353.0
02/06/2004,22.00.00,14.53125,1036.0,87.0,928.0,89.0,914.0,59.0,1787.0,909.0,219.0,609.0,15799.0
02/06/2004,23.00.00,14.828125,963.0,69.0,853.0,62.0,995.0,43.0,1732.0,789.0,217.0,610.0,15617.0
03/06/2004,00.00.00,15.125,996.0,73.0,868.0,69.0,957.0,51.0,1741.0,857.0,208.0,648.0,15680.0
03/06/2004,01.00.00,15.421875,999.0,69.0,853.0,63.0,951.0,49.0,1756.0,885.0,203.0,709.0,16699.0
03/06/2004,02.00.00,15.71875,893.0,46.0,741.0,31.0,1056.0,36.0,1664.0,743.0,189.0,790.0,17040.0
03/06/2004,03.00.00,16.015625,730.0,13.0,530.0,24.0,1517.0,30.0,1362.0,445.0,181.0,646.0,13276.0
03/06/2004,04.00.00,16.3125,753.0,17.0,562.0,17.0,1420.0,24.0,1414.0,454.0,186.0,645.0,13655.0
03/06/2004,05.00.00,16.609375,825.0,32.0,663.0,61.0,1203.0,58.0,1504.0,610.0,176.0,674.0,13460.0
03/06/2004,06.00.00,16.90625,1012.0,101.0,982.0,184.0,882.0,73.0,1796.0,1024.0,176.0,676.0,13479.0
03/06/2004,07.00.00,17.203125,1221.0,199.0,1293.0,248.0,688.0,74.0,2144.0,1316.0,190.0,617.0,13393.0
03/06/2004,08.00.00,17.5,1215.0,202.0,1303.0,220.0,694.0,97.0,2180.0,1358.0,200.0,574.0,13268.0
03/06/2004,09.00.00,17.796875,1234.0,208.0,1318.0,243.0,714.0,108.0,2108.0,2202.0,226.0,459.0,12418.0
03/06/2004,10.00.00,18.09375,1138.0,151.0,1152.0,164.0,798.0,93.0,1877.0,1947.0,273.0,343.0,12284.0
03/06/2004,11.00.00,18.390625,987.0,109.0,1009.0,160.97619047619048,914.0,92.28571428571429,1697.0,1227.0,274.0,310.0,11184.0
03/06/2004,12.00.00,18.6875,980.0,111.0,1019.0,157.95238095238096,921.0,91.57142857142857,1720.0,950.0,262.0,336.0,11244.0
03/06/2004,13.00.00,18.984375,966.0,121.0,1054.0,154.92857142857142,885.0,90.85714285714286,1742.0,917.0,268.0,324.0,11263.0
03/06/2004,14.00.00,19.28125,905.0,86.0,923.0,151.9047619047619,1025.0,90.14285714285714,1582.0,707.0,287.0,277.0,10710.0
03/06/2004,15.00.00,19.578125,903.0,97.0,968.0,148.88095238095238,992.0,89.42857142857143,1565.0,740.0,287.0,250.0,9684.0
03/06/2004,16.00.00,19.875,914.0,110.0,1014.0,145.85714285714286,988.0,88.71428571428571,1597.0,775.0,291.0,223.0,8811.0
03/06/2004,17.00.00,20.171875,1050.0,166.0,1199.0,142.83333333333334,849.0,88.0,1781.0,1035.0,290.0,245.0,9655.0
03/06/2004,18.00.00,20.46875,1043.0,147.0,1139.0,139.8095238095238,876.0,87.28571428571429,1756.0,1001.0,272.0,283.0,10016.0
03/06/2004,19.00.00,20.765625,1125.0,195.0,1283.0,136.78571428571428,792.0,86.57142857142857,1899.0,1101.0,253.0,300.0,9520.0
03/06/2004,20.00.00,21.0625,1058.0,145.0,1134.0,133.76190476190476,855.0,85.85714285714286,1797.0,1034.0,241.0,348.0,10333.0
03/06/2004,21.00.00,21.359375,951.0,78.0,892.0,130.73809523809524,1015.0,85.14285714285714,1611.0,786.0,230.0,431.0,11993.0
03/06/2004,22.00.00,21.65625,944.0,78.0,891.0,127.71428571428572,1016.0,84.42857142857143,1593.0,844.0,221.0,439.0,11521.0
03/06/2004,23.00.00,21.953125,959.0,78.0,892.0,124.69047619047619,996.0,83.71428571428571,1616.0,866.0,210.0,481.0,11780.0
04/06/2004,00.00.00,22.25,974.0,85.0,919.0,121.66666666666667,976.0,83.0,1638.0,909.0,206.0,492.0,11754.0
04/06/2004,01.00.00,22.546875,880.0,57.0,799.0,118.64285714285714,1097.0,82.28571428571428,1533.0,724.0,212.0,476.0,11799.0
04/06/2004,02.00.00,22.84375,853.0,45.0,740.0,115.61904761904762,1146.0,81.57142857142857,1526.0,715.0,210.0,501.0,12338.0
04/06/2004,03.00.00,23.140625,912.0,56.0,795.0,112.5952380952381,1042.0,80.85714285714286,1564.0,827.0,201.0,531.0,12342.0
04/06/2004,04.00.00,23.4375,863.0,46.0,745.0,109.57142857142857,1098.0,80.14285714285714,1496.0,786.0,190.0,540.0,11745.0
04/06/2004,05.00.00,23.734375,729.0,12.0,520.0,106.54761904761905,1570.0,79.42857142857143,1318.0,445.0,192.0,511.0,11240.0
04/06/2004,06.00.00,24.03125,830.0,34.0,674.0,103.52380952380952,1246.0,78.71428571428571,1459.0,607.0,192.0,531.0,11662.0
04/06/2004,07.00.00,24.328125,1198.0,170.0,1209.0,100.5,779.0,78.0,2058.0,1213.0,206.0,490.0,11748.0
04/06/2004,08.00.00,24.625,971.0,100.0,977.0,97.47619047619048,921.0,77.28571428571428,1667.0,910.0,218.0,419.0,10770.0
04/06/2004,09.00.00,24.921875,885.0,60.0,812.0,94.45238095238095,1100.0,76.57142857142857,1495.0,675.0,228.0,376.0,10315.0
04/06/2004,10.00.00,25.21875,862.0,57.0,798.0,91.42857142857143,1148.0,75.85714285714286,1456.0,582.0,248.0,313.0,9646.0
04/06/2004,11.00.00,25.515625,892.0,69.0,853.0,88.40476190476191,1080.0,75.14285714285714,1509.0,666.0,260.0,294.0,9760.0
04/06/2004,12.00.00,25.8125,933.0,95.0,960.0,85.38095238095238,994.0,74.42857142857143,1577.0,726.0,270.0,278.0,9731.0
04/06/2004,13.00.00,26.109375,975.0,111.0,1017.0,82.35714285714286,930.0,73.71428571428572,1668.0,801.0,270.0,293.0,10277.0
04/06/2004,14.00.00,26.40625,927.0,81.0,905.0,79.33333333333334,1016.0,73.0,1554.0,711.0,270.0,296.0,10419.0
04/06/2004,15.00.00,26.703125,993.0,102.0,985.0,76.30952380952381,950.0,72.28571428571428,1680.0,790.0,258.0,326.0,10720.0
04/06/2004,16.00.00,27.0,1053.0,133.0,1093.0,73.28571428571429,873.0,71.57142857142857,1749.0,924.0,262.0,326.0,10892.0
04/06/2004,17.00.00,36.0,1116.0,166.0,1198.0,70.26190476190476,811.0,70.85714285714286,1863.0,1045.0,283.0,275.0,10418.0
04/06/2004,18.00.00,33.0,1097.0,169.0,1206.0,67.23809523809524,813.0,70.14285714285714,1867.0,1088.0,265.0,297.0,10123.0
04/06/2004,19.00.00,36.0,1116.0,175.0,1226.0,64.21428571428572,792.0,69.42857142857143,1938.0,1038.0,257.0,318.0,10317.0
04/06/2004,20.00.00,29.0,1057.0,131.0,1087.0,61.19047619047619,871.0,68.71428571428572,1769.0,981.0,244.0,352.0,10632.0
